count	word
552682	shaxslar
551716	tushlik
545856	kodeksning
545480	tibbiyot
540556	uchinchi
538177	oʻn
534945	ijro
530468	tarmog'i
530298	haqida
526545	shahar
520759	oshirish
519772	asosida
518530	yildan
517147	umumiy
516775	kelishikdagi
514197	hal
513977	esa
509812	har
508828	eng
504232	tasdiqlangan
503537	hujjatlarida
502213	ma'lumotlar
495879	qayta
493881	hujjatlar
491550	plenumining
490115	organlari
486395	xususiy
483578	transport
483270	markazi
479526	ishtirok
478310	saqlash
477889	ravishda
475068	ega
474867	mansabdor
472504	orqali
460729	ikki
459082	shaxslarga
458098	tartibda
452133	qaror
451498	xatboshisi
449297	bosh
445321	sanksiyasi
443895	solishga
442740	qarang
441661	yangi
440230	ozodlikdan
437923	nisbatan
435474	faoliyati
433317	buzish
430643	tashkilotlar
429983	qht
429525	qarshi
427593	jazo
425746	bojxona
424752	oʻr
421932	ularni
417903	boʻlmagan
413850	yuridik
413174	keyin
411936	oid
406480	yer
406003	oldingi
405996	qishloq
403947	taqdirda
403583	nazorat
402998	maxsus
402478	suv
401907	ijtimoiy
401640	tuman
400955	yoʻl
400244	nomi
399943	asosan
399645	boʻladi
397199	texnik
397025	huquqbuzarlik
396487	yuz
390741	hisoblash
385559	ta'minlash
385245	jamoat
383038	agar
381807	haqining
379396	vositalari
376782	samarqand
373419	soʻzi
371773	mavjud
370920	ishni
368198	tibbiy
367052	mehnat
366798	uni
361986	muhofaza
361959	qarorining
361632	barcha
361024	xorijiy
359231	savdo
357982	soliq
357491	quyidagi
357129	bank
356547	yuzasidan
350780	lozim
349743	tushliksiz
349509	harbiy
349045	majburiy
345951	xoʻjalik
345909	ichki
343993	tashkilotlari
342272	joriy
341102	qoidalarini
340192	o'quv
338975	mahsulotlari
338781	kerak
337666	xalqaro
336808	miqdorining
336537	qurilish
335767	olishoʻzbekiston
332256	qismida
332008	qilib
328453	prezidentining
327072	aloqa
326941	ular
325959	berilgan
324463	haqidagi
323932	moliya
323191	rivojlantirish
322380	faoliyatini
319536	bo'lgan
319222	olishb
318636	ustidan
316403	asosiy
316124	olisha
314001	etgan
313550	tayyorlash
310235	elektron
308159	ayrim
306292	shikoyat
306082	sport
302356	toʻrtinchi
301402	tadbirkorlik
301244	ma'lumot
301178	doir
299331	hujjatlariga
298988	shaxslarning
298228	rad
298020	olingan
297034	jumladan
296410	shaxsning
296203	kelib
295982	sanoat
295212	zarur
294787	kun
293936	filiallari
292642	koʻra
290114	filiali
289912	bekor
289572	himoya
288882	qoʻshimcha
287740	hollarda
287508	xoʻjaligi
287358	xalq
282696	viloyatida
280810	maktab
279539	qanday
278805	jismoniy
273471	materiallar
272256	axborotnomasi
271580	hisobga
270469	huquq
269952	filiallar
269541	joylashgan
267285	fuqarolik
267059	sudga
266137	koʻrsatilgan
265397	qadar
265353	huzuridagi
263930	xizmati
263169	modda
262857	texnika
262572	ilmiy
261651	yordam
260921	bogʻliq
260228	maqsadida
258229	olishkeyingi
258076	kichik
257197	qonuniy
257174	koʻrsatish
256326	amaliyoti
256235	tasdiqlash
254356	iqtisodiy
254341	qiluv
253363	tabiiy
251066	qonunga
250747	do'konlari
250361	masalalari
249826	kuchga
249706	ma'lumotlarni
247629	elektr
247380	hujjatlarini
247114	huquqi
245790	uy
245778	oʻzbek
243814	markazlari
243644	unga
242992	the
239770	koʻrish
239270	bunday
238616	tartibini
238336	ishlarni
238146	yuqori
237769	majlis
237185	ta
237137	ogʻir
237107	sudning
237086	kodeksining
236694	talab
236485	boʻlishi
235665	of
234252	javobgarlik
233889	yuritish
233226	siz
232911	shunday
231940	rasmiy
231262	sudining
230940	qiladi
230486	tergov
229976	ariza
229287	tuzatish
228530	tashkilot
228444	bundan
228009	bog'chasi
226841	alohida
226661	jalb
226201	iqtisodiyot
225425	ajrim
224214	boshqarish
223100	davomida
220591	degan
220543	qilgan
220418	buxoro
220383	madaniyat
219798	e'lon
219735	shaxsga
219618	qilinishi
219168	xilof
219012	qonuniga
218940	qilishga
218644	sifatida
218342	ozod
218113	chet
217736	ommaviy
217491	qiluvchi
216032	boshlab
215834	etuvchi
215084	sohasidagi
214536	xavfsizligi
214018	tilidagi
213791	qoʻllash
213737	ilova
213684	koʻp
213543	chiqarilgan
213369	hududiy
213165	rioya
210761	apellyatsiya
210730	ishini
210557	vaqtida
210182	kundan
209349	majlisi
209149	qaroriga
208777	normativ-huquqiy
207532	respublika
207274	oylik
207195	chora-tadbirlari
207191	kassatsiya
206877	hujjatlarni
206591	boshqarmasi
206515	nizom
204961	emas
204799	etishga
204671	mahkamasi
204505	muddati
203185	axloq
202885	mahalliy
202852	tergovchi
202420	prezidenti
201051	kiritish
200986	ta'mirlash
200901	dastlabki
200523	tartibga
200085	yetkazib
199804	chiqaruvchi
198905	huquqbuzarliklar
196915	statistika
196293	olishushbu
196122	tartibida
196075	beshinchi
195189	protest
194925	ishi
194682	tashqari
194481	kirish
194136	xavfsizlik
193778	vakolatli
193764	mahsulotlar
192235	jami
191963	ishda
190122	statistikasi
189575	ishga
189414	oy
188247	pochta
187582	andijon
187287	zarar
187110	qoraqalpogʻiston
186540	ularga
186251	cheklash
185957	xavfli
185939	xatboshisidagi
185821	holatlar
185781	sobiq
185655	fan
185617	bazaviy
185539	farg'ona
185228	olisheng
184843	huquqiy
184552	mulk
184450	oʻzi
184399	qonunchilikda
183805	protsessual
183482	almashtirilsin
183049	namangan
182786	hujjat
182722	katta
182713	olgan
182616	organlar
182496	hukm
182438	shart
181744	mfy
181235	raqami
181134	bergan
180969	kuni
180044	agentligi
180039	olishsud
179685	faqat
179580	ro'yxati
179250	shaxsni
177889	vositalarini
177417	qasddan
177349	navoiy
177126	markaziy
176876	davolash
176549	huquqlari
176317	tizimi
176308	ushlab
175847	xabardor
174740	yagona
174721	ortiq
173757	yuborish
173746	sudlar
173592	aniqlash
172348	o'qitish
172167	do'konlar
171751	tarmoqlari
171728	tashqi
171500	kiritilgan
171419	o'z
170157	baholash
169781	ulardan
169695	shaxsiy
169280	prokuror
168689	ichida
168632	bor
167514	yanada
167469	biz
167335	yunusobod
166689	qoʻyish
166679	maishiy
166476	kengashi
166331	ishlarini
165740	instansiyasi
164605	fuqarolarning
164460	takomillashtirish
164456	km
164433	murojaat
164346	tarzda
164256	undan
163892	adliya
163733	roʻyxatdan
163260	yozma
163061	reklama
163055	olishv
162655	nizomning
161483	soni
160828	shahri
160479	jazoni
160296	voyaga
160054	harakatlar
159761	tekshirish
159606	tizimini
159412	guruh
158875	boʻlib
158505	qilinadi
158162	tili
157984	qoidalari
157860	choralarini
157809	uy-joy
157552	moddiy
157544	amal
157521	qoʻmitasi
157261	surishtiruvchi
156777	chilonzor
156580	joyi
156105	viloyatlar
156088	olishbazaviy
155432	masalalar
155296	boshqaruv
154923	o'zbek
154525	fuqaroviy
154321	ellik
154198	toʻlash
153108	talablariga
153077	mirzo-ulug'bek
152817	matnining
152106	solish
151681	viloyat
151033	dam
150858	turish
150766	doimiy
150686	doirasida
149770	oshiriladi
149645	toʻliq
149545	oʻzgartirish
149242	tashish
149092	bo'limi
149044	kodeks
148955	gumon
147846	mablagʻlari
147625	qayd
147258	sohasida
147068	madaniy
146843	bayon
146770	yigirma
146700	etiladi
146695	hududida
146686	turgan
146513	muddatda
146027	jinoiy
145671	texnologiyalari
145325	ko'rib
145120	aniq
144998	asos
144708	oziq-ovqat
144317	organi
144272	harakat
143481	komissiyasi
142964	chorasi
142913	beruvchi
142869	bartaraf
142242	olisholdingi
141929	muddatga
141053	ozodlikni
140897	olishfuqarolarga
140805	pul
140717	yo'li
140632	shoh
140534	uskunalari
140425	yakkasaroy
140307	sizning
140008	muayyan
139421	avtomobil
138798	samarqandda
138512	organlarining
138368	etilishi
138310	kuchini
137864	san'at
137765	jazolanadi
137724	ruxsat
137534	ma'lum
137444	organ
137418	sanasi
137381	chiqib
137262	mirobod
136371	ishlash
136128	sogʻliqni
136062	xabar
135964	olishagar
135820	moddaning
135763	bob
135761	mahsulot
135673	gaz
134696	buzganlik
134400	meros
134227	joylashtirish
133870	bo'lib
133520	iste'mol
133189	fuqarolar
132959	javobgarlikka
132699	e'tiboran
132687	kompaniyalar
132204	boshqaruvi
131440	ekspertiza
131336	aholi
131045	and
130791	noyabr
130668	soʻzlar
130522	o'rnatish
130505	dahasi
129407	favqulodda
129141	sugʻurta
128680	juda
127177	fanlari
126919	shaxslarni
126846	kelgan
126823	oltinchi
126765	loyiha
126749	qolgan
126741	qilishi
126432	natijalari
125926	el
125656	qonunchiligi
125567	oʻrta
125244	shartnoma
125049	soʻng
125000	klinikasi
124877	harakati
124857	hisoblanadi
124300	ochiq
124129	ta'sir
124113	taftish
123871	xo'jaligi
123764	bajarish
123735	muassasalari
123689	qonunining
123319	bunda
123114	mebel
123024	oilaviy
122922	yaxshi
122854	inson
121852	ta'minoti
121695	shikast
121342	respublikasida
121199	olti
121195	chora-tadbirlar
121187	qurish
120757	turizm
120747	sharhiqoʻshimcha
120736	ya'ni
120418	holati
120247	banki
120031	asboblar
120018	etadi
119950	yetkazilgan
119863	qoʻyilgan
119576	ehtiyot
119464	instansiya
119243	bo'yi
119243	edi
119195	qoʻllanilganidan
119117	instituti
118993	ko'p
118947	muhofazasi
118849	nazorati
118763	xizmatni
118479	quyidagilar
118243	qismlarida
118227	yetti
118041	oʻquv
118025	kurslari
117947	tugatish
117776	doktori
117729	soʻroq
117293	manfaatlarini
117275	topilgan
117210	qonunchilikka
117043	beradi
116984	jizzax
116981	lekin
116879	yashash
116795	yetkazish
116783	muhokama
116757	yengil
116706	restoranlar
116690	hokimiyati
116662	xuddi
116331	shayxontohur
115983	da'vo
115617	moliyaviy
115332	yoʻli
115201	olishma'muriy
115182	majlisida
115077	qarorini
115032	javob
115017	universiteti
114897	kiyim
114573	muddat
114426	marta
114134	etishi
114006	mulki
113869	moddalar
113678	hammasi
113454	birgalikda
113330	olmazor
113069	dissertatsiya
112618	vaqt
112554	hisobidan
112370	majburlov
111935	binoan
111826	huquqiga
111493	yetmagan
111209	qarorlari
111108	ilgari
110889	nodavlat
110481	kamida
110373	odam
110334	uskunalar
110193	olishoʻsha
109759	toʻldirilgan
109520	xodimlari
109448	ayblanuvchi
109372	chiqarib
109273	miqdorida
109237	qamoqqa
109222	restorani
109090	maktablar
109012	turib
108908	mavzesi
108849	dalillar
108762	ekspert
108294	munosabati
108007	yili
107888	yaratish
107633	yoʻqotgan
107420	olishdavlat
106940	tasdiqlovchi
106937	joy
106892	ii
106775	majlisining
106626	turi
106371	budjet
106186	notarial
106177	ga
106133	filtr
106083	qoidalar
105938	qashqadaryo
105841	necha
105808	dan
105661	birga
105596	natijasida
105227	tarbiyalash
105132	yakka
104975	raisi
104844	tuzish
104645	mustasno
104527	turli
104274	kasb-hunar
104063	ismi
103979	bo'limlari
103965	temir
103408	pensiya
103384	dekabr
103289	huquqini
103241	yashnobod
103025	yoshlar
102848	chogʻida
102782	berishga
102717	jahon
102512	tayinlash
102250	qilishni
102175	tushgan
102131	asoslari
102063	maktabgacha
101848	to'g'risida
101763	chiqilgan
101617	yuk
101419	qilinuvchi
101276	ajrimi
101204	iborat
101082	oʻrinbosari
100941	borish
100892	oʻziga
100773	yoʻq
100687	miqdori
100568	hokimligi
100563	toʻxtatib
100519	tartibot
100376	haq
100209	yuritishni
100189	mulkiy
100163	oila
100135	qarorni
100047	kodeksi
99761	musodara
99709	beriladi
99273	aniqlangan
99199	kimyo
98986	sotib
98888	haqda
98411	chorasini
98384	ruhiy
98332	eksportchi
98000	haqli
97902	kredit
97550	klinikalar
97531	asoslar
97496	foydali
97461	jihatdan
97433	yaqin
97192	oldini
97186	tadbirlar
97139	materiallari
96903	samarali
96896	muhim
96870	markazlar
96543	zimmasiga
96487	biri
96464	kommunal
96420	oldindan
96350	havo
96237	chiqishga
96153	olishga
96150	tashkilotlarining
96073	mudofaa
96052	oʻzini
95852	yuzaga
95828	vaqti
95748	ta'limi
95731	yo'q
95526	raqamli
95438	kodi
95122	xorazm
94804	shikoyati
94779	tufayli
94125	buxoroda
93997	tiklash
93985	davom
93954	maydonlari
93671	jamiyat
93609	poyabzal
93414	mas'ul
93355	oʻrtasida
93222	muassasa
93169	ixtisoslashtirilgan
93108	ming
92631	boʻlmasa
92597	huquqdan
92577	banklar
92571	tovarlar
92302	zamonaviy
92257	idoralar
92124	javobgar
92034	avtomobillar
91841	vazirligining
91668	manbasi
91564	sanoati
91532	men
91436	energetika
91433	o'tgan
91410	tariqasida
91382	shaklda
91369	o'tish
91345	talablarini
91084	saylov
91035	belgilash
91024	korxona
90987	til
90926	atrof
90884	yettinchi
90802	ijrosini
90696	mobaynida
90603	bevosita
90181	qoplash
90152	keng
90126	dalillarni
90095	takliflar
90045	turar
89886	vazirlik
89779	do'koni
89684	indekslash
89595	yangiliklar
89380	muhokamasi
89156	qonunda
89078	amaliy
88918	so'nggi
88860	resurslar
88737	xatboshilari
88255	berilishi
88239	kabi
88156	rahbari
87856	ahamiyatga
87825	yordamchi
87684	kompaniya
87678	hakamlik
87622	malaka
87514	texnikasi
87472	toʻsqinlik
87465	choralari
87417	iltimosnoma
87355	vaqtincha
87124	yana
86907	vakili
86857	to'liq
86736	nomidagi
86696	ayblov
86535	qoʻshimchalar
86534	koʻzdan
86527	olishmansabdor
86523	oladi
86469	qaysi
86300	maktabi
86066	organlariga
86053	boʻyin
85926	basharti
85799	tovarlari
85772	iii
85755	etiladigan
85734	darajada
85680	qoʻllashning
85499	korxonalar
85470	bayonnoma
85455	tarqatish
85360	beriladigan
85314	chiqqan
85284	biznes
85122	telegram
85056	shakllantirish
85008	qarorning
84759	tijorat
84684	huquqlarini
84397	mahalla
84327	vakillari
84310	yo'l
84281	ijaraga
84213	dizayn
84139	eksport
84044	tumanida
83929	supermarket
83868	yillik
83806	konsultatsiya
83776	nizomga
83689	etib
83639	boshqacha
83453	kompaniyasi
83317	baravari
83313	tarbiya
83005	manfaatdor
82977	qaratilgan
82973	tilida
82862	prokurorning
82810	hordiq
82574	qism
82464	inspeksiyasi
82215	vaqtda
82215	belgilab
82115	nashr
82113	qo'shimcha
82113	xulosa
81995	boʻlish
81976	kurashish
81926	kompyuter
81910	dispozitsiyasi
81707	tan
81700	diniy
81652	to'plami
81461	oʻta
81411	koʻchirma
81364	operativ
81314	boji
81131	salonlar
81095	tahrirda
81000	tizimlari
80984	talablari
80863	takror
80599	unda
80536	qilinadigan
80517	bo'ladi
80509	yoʻsindagi
80433	materiallarni
80161	matni
80159	oʻrinlarda
80145	olishg
80064	muddatini
80048	toʻgʻri
80038	hech
80030	muassasasi
79960	jinoyatlar
79948	farg'onada
79883	nusxasi
79675	mamlakat
79611	sug'urta
79559	konstitutsiyaviy
79501	nogironligi
79493	shikoyatini
79225	facebook
79169	oʻtkazilgan
79143	sarlavhalar
79002	xil
78995	tashkiloti
78955	qoʻllanilishi
78933	hujjatni
78823	sudya
78725	tuzilgan
78222	arizani
78170	raqamlari
78126	tovar
78066	mustaqil
77983	boshqalar
77872	uchtepa
77809	in
77769	andijonda
77693	haqiqiy
77681	tanlang
77504	mehmonxonasi
77408	protesti
77379	bandi
77297	ammo
77252	shartnomasi
77145	oldin
77080	organining
76959	yilda
76904	buyuk
76839	hokimiyat
76805	tartibiga
76583	oʻzaro
76473	a'zolari
76425	litsenziya
76345	soatgacha
76304	temur
76232	harakatlarni
76127	surishtiruv
75940	savollar
75909	aks
75893	olishjinoyat
75840	aj
75709	dorixonalar
75701	berishi
75409	laboratoriya
75010	haqlidir
74916	boshligʻi
74788	aholining
74788	harakatlari
74716	stomatologiya
74710	oʻtish
74690	xarajatlar
74506	hukmi
74436	tozalash
74417	organning
74386	ishlaydi
74342	jarayonida
74221	moʻljallangan
74113	boʻlganda
74101	prezident
74100	bepul
73988	qoʻllab-quvvatlash
73872	mablagʻlar
73821	soat
73689	chiqaradi
73625	to
73541	vaziri
73466	oshirilgan
73393	ovoz
73340	qismidan
73244	tayinlangan
73075	sudlov
72974	sh
72912	takroran
72810	manzil
72717	qoraqalpog'iston
72712	talablar
72685	psixotrop
72522	korxonasi
72514	sarlavha
72455	rus
72443	sudda
72408	ajratish
72389	pochtasi
72278	ko'ra
72209	palatasi
72200	so'rash
72104	tartibdagi
72085	oshiruvchi
71964	amir
71844	ishning
71835	tahlil
71769	ekologik
71639	roʻyxatidan
71501	xomashyo
71459	nashriyot
71317	notarius
71245	investitsiya
71107	tunu
70756	tashkilotlarning
70685	kodeksda
70629	oʻzining
70627	ishtirokida
70620	ekologiya
70505	arxiv
70407	mahsulotlarini
70385	komissiya
70362	qilmish
70281	olishi
70141	sirdaryo
70099	jamgʻarmasi
70070	sana
70018	ashyoviy
70007	hisobot
69973	chiqargan
69966	darajasi
69910	manzili
69815	buyruq
69730	hozir
69659	kiradi
69582	kommunikatsiyalar
69416	majburiyatlari
69405	etishda
69308	tez
69171	toʻrt
69124	oʻrtacha
68987	kirgan
68977	bog'chalari
68908	buyumlar
68855	jihozlar
68800	topshirish
68775	qoʻyiladi
68740	biroq
68738	qonunchilikni
68707	nafar
68586	sudlanuvchi
68571	qo'ng'iroq
68479	moliyalashtirish
68421	belgilanadi
68414	roʻyxatga
68401	dori
68340	tumanidagi
68222	filtrlarni
68221	qiladigan
68050	mehnatga
67926	bo'lsa
67882	tozalashqo'llash
67632	elektrotexnika
67624	oʻtash
67606	jabrlanuvchi
67515	koʻmaklashish
67450	hamkorlik
67384	keltirilgan
67356	og'ir
67315	tashrif
67303	prokurorga
67282	ko'chmas
67163	o'zbekistondagi
67130	shartlari
67064	foydalanishga
67028	oshirishga
66969	ipak
66962	ishchi
66958	maydoni
66892	notijorat
66880	rekonstruksiya
66710	ijrosi
66660	iv
66658	namanganda
66589	budjetdan
66196	hotel
66144	taraqqiyot
66084	badanga
66076	sudida
66043	kitob
65856	tarkibi
65820	yuklab
65819	hajmi
65813	protestini
65699	hukumat
65631	firma
65502	tovarlarni
65443	loyihalari
65412	roʻyxat
65363	zararni
65352	ishlatilinadigan
65290	toshkentdagi
65287	servis
65253	excel
65246	tor
65182	sakkizinchi
65182	qoidalarga
65121	erkin
65056	hujjati
65037	ayni
64784	korrupsiyaga
64743	xatboshi
64727	o'tkazish
64715	kompyuterlar
64654	ochilgan
64646	mikrokreditbank
64641	yoshga
64372	uyushmasi
64259	oav
64128	energiyasi
64046	jinoyat-protsessual
64017	oʻrmon
63979	qismini
63958	bizning
63881	vazirining
63874	qiymati
63838	ajratilgan
63667	boʻlimi
63624	oygacha
63619	masala
63581	qimmatbaho
63535	matnda
63529	muassasalar
63486	nima
63468	jamoatchilik
63282	toʻlov
63279	oʻttiz
63250	e'tirof
63248	turdagi
63124	bilish
63091	bozorlar
63067	yuklash
63055	oʻtgan
63009	qaytarib
62925	undirish
62726	to'g'risidagi
62686	oyning
62674	bola
62673	fuqarolarga
62654	faoliyatiga
62554	obyektlari
62540	yosh
62473	portali
62439	ingliz
62329	himoyasi
62325	farmoni
62311	sakkiz
62270	qaytarish
62189	realizatsiya
61861	retsidivist
61829	oʻrinbosarlari
61797	oshirilishi
61720	foizi
61702	tanlov
61582	jinoyatlarga
61536	vakolatlari
61450	qarorlar
61422	ma'lumotlarini
61358	idoralari
61346	ekan
61321	sababli
61125	fuqaroligi
61092	chegara
61068	uzoq
61025	kollektori
60977	internet
60932	tarzidagi
60922	takliflarni
60910	xarajatlari
60882	jamoa
60870	amaldagi
60754	nomidan
60680	ayoqsh
60591	deputatlari
60559	sentyabr
60539	budjeti
60509	poliklinikasi
60501	matolar
60417	axborotni
60404	qisman
60381	nazar
60376	berishni
60254	maqsadli
60241	kompleks
60178	sanitariya
60124	xavfsizligini
60096	darhol
59981	bosing
59962	bo'lishi
59864	yuritishga
59786	qilishda
59733	bozori
59700	obyektlarini
59677	tarkibiy
59584	ilmiy-ishlab
59544	siyosiy
59388	xizmatlarini
59107	qimmatli
59100	xk
59055	holatini
58865	malakasini
58813	oxirgi
58773	so'rov
58753	familiyasi
58554	qamoq
58458	twitter
58427	hisobiga
58381	anjomlar
58312	qarab
58305	vositalarining
58182	ko'rinish
58164	bo'ldi
58125	idoraviy
58091	soʻz
58081	buyrugʻi
58067	ichiga
58016	ta'minlashga
57986	xarid
57981	shakli
57909	kimyoviy
57852	sudlanuvchining
57780	qoʻyiladigan
57745	ko'cha
57722	saqlab
57722	da'vogar
57704	professor
57653	oqibatida
57635	issiqlik
57535	ro'yxatdan
57533	ijara
57487	kasbiy
57483	voz
57467	investitsiyalar
57455	osiyo
57405	yuborilgan
57358	javobgarlikdan
57330	uzbekistan
57192	faoliyatni
57117	islom
57100	ayollar
57080	xulosasi
56968	yongʻin
56951	tayyor
56951	asoslangan
56951	loyihasi
56949	organiga
56870	qismlari
56849	bandlik
56826	olishxuddi
56724	nukus
56615	faol
56599	qoidalariga
56505	muassasalarida
56499	moddalarni
56475	imzo
56457	xaritada
56446	mutaxassis
56342	manzillari
56271	qilinayotgan
56217	qamoqda
56192	yuboriladi
56179	narsa
56147	loyihalarini
56145	oltmish
56095	koʻrsatilishi
56087	qildi
56086	oʻsha
56006	yozib
55910	ostida
55903	koʻzlab
55899	davrida
55894	shundan
55839	huquqidan
55837	hisob
55813	oʻtkaziladi
55744	tomonlama
55679	qonunning
55661	huquqlar
55625	otasining
55597	e-mail
55573	oluvchi
55555	mol-mulkni
55445	oydan
55440	onlayn
55322	transporti
55321	xodimlar
55247	rasmiylashtirish
55141	hujjatlarning
54987	yetarli
54927	joyda
54853	biznes-markazlar
54785	o'zbekistondan
54735	olishoʻn
54711	qoʻzgʻatish
54631	dasturi
54585	o'qish
54578	veterinariya
54561	oʻrnini
54546	muddatli
54523	google
54407	shahridagi
54363	tayyorgarlik
54278	atb
54272	teng
54268	kelishuv
54236	fanlar
54124	ekspertlar
54070	raislik
54063	cheklangan
54057	holatlari
54035	tizimida
54014	tahliliy
53959	ikkidan
53948	muddatlari
53897	oʻrganish
53884	inobatga
53859	emasligi
53822	institutlar
53816	million
53765	phd
53753	sug'urtalash
53752	yurituvchi
53727	faoliyatining
53714	eksporti
53703	mos
53674	kim
53603	shartli
53500	darajasini
53482	turlarini
53474	organga
53445	kechirish
53441	normativ
53412	roziligi
53407	tumanining
53382	mustaqillik
53347	diagnostika
53345	loyihasini
53335	metall
53331	tartib
53313	anketani
53219	hududidan
53191	sirg'ali
53183	professional
53154	muhit
53151	xos
53070	akademik
53047	qisqartirish
52967	tariqasidagi
52929	foiz
52893	foydalangan
52890	mol-mulk
52866	shahrida
52861	futbol
52854	markaz
52834	olishuch
52794	kechiktirmay
52789	kengashining
52783	tortish
52770	bitta
52659	bila
52635	vazifalari
52566	olinishi
52405	bolalarni
52330	group
52319	ishonchli
52318	ishonch
52314	aloqalari
52295	bino
52240	reabilitatsiya
52215	haqi
52206	qismlar
52152	hujjatini
52138	qoʻllanish
52074	qismidagi
52044	majburiyatlarini
52008	protestni
51985	o'zgartirishlar
51954	chiqishi
51889	mavjudligi
51867	boshqarmalari
51636	olishbesh
51593	butun
51561	kompaniyalari
51466	vositasini
51396	energiya
51394	boʻsh
51298	bog'liq
51289	choralar
51244	topish
51193	rahbarlari
51155	oʻzboshimchalik
51151	tashhis
51071	kurash
51064	rivojlanish
50994	hamma
50972	oʻtkazilishi
50971	paytdan
50968	fermer
50960	kelishi
50904	bajarmaslik
50904	kafelar
50871	koʻrishda
50834	normalarini
50784	bajarilgan
50764	shikoyatni
50726	ulgurji
50695	talablarga
50638	palatalarining
50609	gacha
50493	jazoning
50457	xodimlarining
50399	keltirish
50325	roʻyxati
50314	olinadigan
50229	notoʻgʻri
50222	vazirliklar
50221	osti
50217	shaxslari
50124	ko'rsatilmagan
50093	samaradorligini
50092	asrlar
50028	mintaqasi
49989	qarshida
49900	test
49861	yuklarni
49857	sifatini
49843	shaxsi
49788	masalalarni
49682	koʻrsatiladi
49671	gender
49668	yirik
49662	so'ng
49660	ayblanuvchini
49638	boʻlinmalari
49623	huquqni
49620	surxondaryo
49581	tarkibida
49563	soluvchi
49498	mobil
49457	diqqat
49429	chiqadi
49404	aholini
49400	attestatsiya
49365	bajarilishi
49344	vazifalarini
49128	korxonalari
49122	olishish
49083	oshkor
49030	komissiyasining
49011	jazodan
48981	to'g'ri
48901	kengash
48898	masalani
48890	guliston
48820	qonunlarni
48813	yuboradi
48776	bajarilishini
48684	vositalar
48682	arz
48676	hollar
48648	taalluqli
48594	muassasalarining
48503	yetkazilishiga
48479	texnologiyalar
48477	hayot
48475	ishtirokchilari
48403	pedagogika
48387	chiqiladi
48260	soatdan
48258	dekabrdan
48203	gʻayriqonuniy
48176	koʻchmas
48166	intizomiy
48108	ona
48062	manfaatlariga
48028	qilishning
47985	munosabatlari
47969	davrdagi
47964	jinoyatni
47915	bandligi
47896	jabrlanuvchining
47887	tavsiya
47827	baho
47767	joylarda
47753	qoʻshib
47729	qo'mitasi
47663	odil
47628	oʻrnatish
47623	kasb
47571	avtotransport
47548	qat'i
47541	yilning
47523	kolleji
47472	sohil
47376	mavzusi
47336	keladigan
47291	qoʻmitasining
47268	jiddiy
47250	oling
47235	molik
47169	turini
47139	telekommunikatsiya
47061	boriladigan
47030	da'voni
46993	muhitni
46919	jizzaxda
46897	oʻqitish
46875	belgisi
46804	formatida
46797	imkoniyati
46784	ro'yxatga
46739	ekspertizasi
46734	sayt
46720	tergovchining
46667	jarayoni
46663	hokimliklari
46634	iyundan
46608	tanlash
46604	oʻtkazishga
46588	umumta'lim
